px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
9.66629	-12.3377	-2.70037	1.32418	-0.554947	9.56514	-12.3446	9.55	-12.35	-1.81597	-2.72396	0.580244
9.50663	-12.4661	-2.6764	1.14728	-0.774485	9.47157	-12.4849	9.45	-12.45	-1.82132	-1.82133	23.4197
9.42548	-12.5934	-2.6748	1.09311	-0.785784	9.34752	-12.5408	9.35	-12.55	-1.82131	-1.82131	0.467134
9.33522	-12.7193	-2.6754	1.02548	-0.822183	9.32154	-12.7193	9.3	-12.65	-0.908038	-1.81606	0.542176
9.25498	-12.8304	-2.66357	0.978378	-0.82549	9.24151	-12.7411	9.25	-12.75	-0.908029	-1.81605	0.414329
9.04668	-12.9076	-2.66694	0.768534	-1.07758	9.04013	-12.7738	9.05	-12.85	-3.64007	-1.82004	27.866
8.92113	-12.9989	-2.66738	0.698001	-1.08778	8.83995	-12.9425	8.85	-12.95	-3.64007	-1.82003	0.514931
8.7688	-13.0627	-2.68285	0.577656	-1.18862	8.73518	-13.0163	8.75	-13	-1.9959	-0.997948	4.34284
8.65215	-13.1202	-2.6732	0.513625	-1.19451	8.6395	-13.0341	8.65	-13.05	-1.9959	-0.997948	0.38511
8.49071	-13.1656	-2.68611	0.397834	-1.27275	8.48414	-13.0416	8.5	-13.1	-2.73149	-0.910502	2.96057
8.35144	-13.2083	-2.67964	0.323663	-1.27803	8.34268	-13.1451	8.35	-13.15	-2.73146	-0.910485	0.208334
8.21654	-13.2538	-2.67313	0.264506	-1.25973	8.19497	-13.1991	8.2	-13.2	-2.72385	-0.907955	0.234595
8.07164	-13.2802	-2.66963	0.191259	-1.26402	8.06107	-13.2364	8.05	-13.25	-2.72383	-0.907947	0.10487
7.91376	-13.2849	-2.6798	0.0941041	-1.30688	7.88931	-13.1791	7.9	-13.25	-2.72673	0	1.06764
7.76545	-13.2861	-2.67669	0.0179553	-1.31145	7.75593	-13.2425	7.75	-13.25	-2.72673	0	0.103194
7.61263	-13.2741	-2.68096	-0.0644399	-1.32541	7.52542	-13.1457	7.6	-13.25	-2.72991	0	0.362101
7.46432	-13.2555	-2.68099	-0.139867	-1.32771	7.44992	-13.2329	7.45	-13.25	-2.72991	0	0.0370051
7.29152	-13.1832	-2.73476	-0.281826	-1.43667	7.19347	-13.1392	7.25	-13.2	-3.63887	0.909723	8.84507
7.13626	-13.1412	-2.74872	-0.358098	-1.43035	7.05468	-13.1604	7.05	-13.15	-3.63887	0.909723	0.363391
7.01481	-13.1337	-2.68127	-0.366091	-1.31607	6.90569	-13.1515	6.9	-13.15	-2.72312	0	12.416
6.85788	-13.0896	-2.7041	-0.428386	-1.3002	6.73255	-13.1364	6.75	-13.15	-2.72312	0	0.942034
6.74287	-13.0873	-2.65433	-0.426863	-1.19905	6.69426	-13.3705	6.6	-13.15	-3.00475	0	9.30807
6.59329	-13.0544	-2.68529	-0.465495	-1.17081	6.42749	-13.1436	6.45	-13.15	-3.00472	0	1.90348
6.47305	-13.0271	-2.65917	-0.483468	-1.11012	6.4246	-13.2048	6.35	-13.1	-1.9976	0.998786	3.2457
6.33824	-12.9817	-2.67609	-0.522274	-1.09011	6.2503	-13.0552	6.25	-13.05	-1.99758	0.998786	0.721758
6.20703	-12.9367	-2.65826	-0.54887	-1.04287	6.162	-13.1569	6.1	-13	-2.72732	0.909111	2.17381
6.06062	-12.8771	-2.67774	-0.586808	-1.02007	5.95166	-12.9396	5.95	-12.95	-2.72732	0.909111	0.873794
5.92937	-12.8194	-2.66295	-0.61208	-0.97554	5.78184	-12.8825	5.8	-12.9	-2.72895	0.909657	1.87709
5.77975	-12.7592	-2.68566	-0.638452	-0.944907	5.64785	-12.8416	5.65	-12.85	-2.72896	0.909648	1.36309
5.65255	-12.6721	-2.70154	-0.687842	-0.945603	5.54035	-12.7925	5.55	-12.75	-1.81808	1.81809	0.644182
5.51845	-12.5942	-2.71447	-0.720294	-0.924406	5.43842	-12.6552	5.45	-12.65	-1.81809	1.81809	0.580255
5.40038	-12.4898	-2.73596	-0.775768	-0.935503	5.33087	-12.5965	5.3	-12.55	-2.7236	1.81575	0.887507
5.25973	-12.4038	-2.75724	-0.799636	-0.904956	5.12059	-12.4527	5.15	-12.45	-2.72358	1.81572	1.23748
5.14708	-12.3214	-2.73706	-0.82294	-0.871253	5.13793	-12.5907	5.05	-12.35	-1.81967	1.81966	1.84815
5.02833	-12.2178	-2.74824	-0.857081	-0.855889	4.95241	-12.2277	4.95	-12.25	-1.81967	1.81967	0.329597
4.92091	-12.0846	-2.79379	-0.918095	-0.881131	4.81467	-12.1072	4.85	-12.1	-1.81844	2.72766	3.18717
4.81519	-11.9648	-2.80321	-0.956526	-0.869632	4.75144	-11.9561	4.75	-11.95	-1.81844	2.72767	0.226578
4.73373	-11.8588	-2.75063	-0.985132	-0.838289	4.6829	-11.7433	4.7	-11.85	-0.909557	1.8191	5.34626
4.65688	-11.7328	-2.74719	-1.03252	-0.840126	4.67603	-11.7496	4.65	-11.75	-0.909553	1.81911	0.0331027
4.5844	-11.6029	-2.74447	-1.07911	-0.840618	4.61619	-11.6508	4.6	-11.6	-0.907782	2.72335	0.0404466
4.52361	-11.4629	-2.74375	-1.13215	-0.847731	4.5432	-11.4431	4.55	-11.45	-0.907778	2.72334	0.045716
4.4452	-11.2881	-2.83927	-1.18942	-0.862446	4.48104	-11.1618	4.5	-11.25	-0.910253	3.64099	14.1517
4.40674	-11.1285	-2.84115	-1.25243	-0.878729	4.44374	-11.0696	4.45	-11.05	-0.910253	3.64099	0.27784
4.42528	-10.9985	-2.72759	-1.33945	-0.928608	4.46178	-10.9843	4.45	-10.95	0	1.81804	20.2437
4.40568	-10.8514	-2.72351	-1.39821	-0.937437	4.4464	-10.8663	4.45	-10.85	0	1.81805	0.102922
4.4498	-10.7247	-2.63622	-1.50206	-1.01164	4.60972	-11.1274	4.45	-10.75	0	1.81614	12.8774
4.44034	-10.5877	-2.63077	-1.55312	-1.0075	4.43858	-10.6346	4.45	-10.65	0	1.81614	0.114168
4.37108	-10.4361	-2.69404	-1.53545	-0.903383	4.43099	-10.4242	4.45	-10.45	0	3.6396	10.9111
4.38765	-10.2801	-2.69855	-1.60014	-0.918759	4.44616	-10.2449	4.45	-10.25	0	3.6396	0.2674
4.42722	-10.1298	-2.68952	-1.68	-0.955723	4.52156	-10.1192	4.5	-10.1	0.910021	2.73005	0.800617
4.4704	-9.97592	-2.69592	-1.75098	-0.974458	4.55225	-9.94382	4.55	-9.95	0.910013	2.73003	0.439231
4.48502	-9.83281	-2.71668	-1.77913	-0.938584	4.5897	-9.73456	4.6	-9.8	0.999085	2.99725	1.86137
4.54228	-9.69264	-2.72653	-1.8459	-0.957876	4.64586	-9.65356	4.65	-9.65	0.99908	2.99724	0.678702
4.64609	-9.55081	-2.72027	-1.9665	-1.0532	4.61159	-9.38621	4.7	-9.55	0.910095	1.82021	4.476
4.71391	-9.41964	-2.71718	-2.02891	-1.05834	4.7442	-9.45683	4.75	-9.45	0.910091	1.82018	0.118441
4.75679	-9.29081	-2.72323	-2.05284	-1.01296	4.80746	-9.23434	4.85	-9.3	1.99828	2.99743	1.12741
4.84269	-9.16998	-2.73169	-2.11664	-1.02458	4.94202	-9.15915	4.95	-9.15	1.99826	2.99739	0.531819
4.8753	-9.02343	-2.73549	-2.10124	-0.911957	5.03379	-9.03255	5	-9	0.908384	2.72514	6.68327
4.97108	-8.8894	-2.74874	-2.1608	-0.918893	5.06039	-8.84271	5.05	-8.85	0.908384	2.72514	0.529799
5.09083	-8.77419	-2.75649	-2.24638	-0.967403	5.21058	-8.83852	5.15	-8.75	1.81679	1.8168	1.2376
5.20019	-8.65852	-2.76281	-2.30627	-0.972721	5.26598	-8.6555	5.25	-8.65	1.81679	1.8168	0.226312
5.26588	-8.52618	-2.75608	-2.30108	-0.879377	5.33786	-8.49992	5.35	-8.5	1.82017	2.73024	4.09734
5.37837	-8.4097	-2.76731	-2.35235	-0.88032	5.43516	-8.36367	5.45	-8.35	1.82015	2.73022	0.272882
5.48132	-8.29302	-2.77083	-2.38235	-0.847567	5.58025	-8.28767	5.55	-8.25	1.81852	1.81852	0.820272
5.60181	-8.18836	-2.7784	-2.43178	-0.848931	5.65225	-8.1686	5.65	-8.15	1.8185	1.8185	0.14986
5.71226	-8.08207	-2.77747	-2.459	-0.813974	5.83663	-8.14888	5.75	-8.05	1.81752	1.81753	0.95532
5.8298	-7.9832	-2.77946	-2.50063	-0.810879	5.81186	-7.95139	5.85	-7.95	1.81752	1.81752	0.0691611
5.93011	-7.8765	-2.76719	-2.50505	-0.743645	5.99151	-7.92468	5.95	-7.85	1.8194	1.8194	2.35515
6.0528	-7.78305	-2.77053	-2.54322	-0.740766	6.04627	-7.74932	6.05	-7.75	1.81941	1.8194	0.0613427
6.11529	-7.63738	-2.74106	-2.47389	-0.559898	6.05883	-7.47931	6.15	-7.6	1.81742	2.72613	16.3341
6.23756	-7.53031	-2.75488	-2.49903	-0.553006	6.26179	-7.43797	6.25	-7.45	1.8174	2.72611	0.471904
6.37127	-7.43946	-2.76837	-2.54077	-0.573331	6.3458	-7.29797	6.4	-7.35	2.7248	1.81653	0.675509
6.50411	-7.33919	-2.78522	-2.56715	-0.566719	6.55234	-7.24441	6.55	-7.25	2.72477	1.81651	0.583657
6.63244	-7.24979	-2.7889	-2.59129	-0.555937	6.61964	-7.17343	6.65	-7.2	1.81957	0.909789	0.154621
6.76173	-7.16875	-2.78879	-2.61983	-0.554185	6.74556	-7.15305	6.75	-7.15	1.81957	0.909785	0.0263728
6.89047	-7.08244	-2.78868	-2.63475	-0.528196	6.91901	-7.04822	6.9	-7.05	2.72946	1.81964	0.386816
7.03024	-6.99942	-2.80014	-2.65996	-0.523472	7.06886	-6.94012	7.05	-6.95	2.72946	1.81964	0.259055
7.12539	-6.8784	-2.77185	-2.60525	-0.383263	7.12574	-6.81829	7.15	-6.85	1.81554	1.81554	10.381
7.25636	-6.79174	-2.7774	-2.6212	-0.378043	7.25262	-6.73852	7.25	-6.75	1.81554	1.81554	0.150546
7.35363	-6.67399	-2.75507	-2.5725	-0.261973	7.30586	-6.61905	7.35	-6.65	1.82007	1.82007	7.05722
7.47836	-6.58441	-2.75772	-2.58172	-0.257081	7.45762	-6.53827	7.45	-6.55	1.82005	1.82005	0.135156
7.62951	-6.52974	-2.77256	-2.64054	-0.33369	7.59546	-6.48319	7.6	-6.5	2.72628	0.908764	3.22746
7.76123	-6.45625	-2.77111	-2.6576	-0.332647	7.74315	-6.44913	7.75	-6.45	2.72628	0.908764	0.0193072
7.87746	-6.37248	-2.75321	-2.64585	-0.280954	7.8486	-6.40709	7.85	-6.4	1.81656	0.908285	1.69145
8.00491	-6.30781	-2.74366	-2.66334	-0.283589	7.9584	-6.34152	7.95	-6.35	1.81656	0.908281	0.168999
8.12481	-6.2306	-2.7302	-2.65956	-0.250825	8.05398	-6.23227	8.1	-6.25	2.73006	1.82003	0.768257
8.25669	-6.15973	-2.73033	-2.67187	-0.249471	8.24773	-6.1485	8.25	-6.15	2.73005	1.82003	0.0108382
8.38998	-6.08455	-2.73421	-2.68095	-0.244772	8.32369	-5.98136	8.4	-6.05	2.72692	1.81795	0.222111
8.52788	-6.00544	-2.74446	-2.68779	-0.237859	8.55156	-5.93992	8.55	-5.95	2.7269	1.81794	0.257294
8.63355	-5.89662	-2.72251	-2.63492	-0.129452	8.63806	-5.84559	8.65	-5.85	1.81844	1.81844	6.62064
8.76297	-5.81208	-2.72813	-2.63492	-0.122421	8.7543	-5.75242	8.75	-5.75	1.81843	1.81843	0.195026
8.90189	-5.73598	-2.73819	-2.64317	-0.126065	9.00947	-5.71389	8.9	-5.65	2.72464	1.81643	0.280086
9.0371	-5.64324	-2.75276	-2.63886	-0.114694	9.06113	-5.54128	9.05	-5.55	2.72465	1.81643	0.586691
9.14565	-5.52982	-2.74014	-2.58822	-0.0234951	9.13937	-5.44533	9.15	-5.45	1.81916	1.81918	4.42977
9.2695	-5.4305	-2.74813	-2.57745	-0.0118164	9.24452	-5.3352	9.25	-5.35	1.81916	1.81916	0.521977
9.3867	-5.33632	-2.74378	-2.56122	0.0132663	9.26221	-5.25032	9.35	-5.3	1.81895	0.909466	0.534497
9.50321	-5.25398	-2.73523	-2.55878	0.0145536	9.43645	-5.25801	9.45	-5.25	1.81894	0.90947	0.22674
9.59072	-5.12441	-2.71079	-2.47701	0.150181	9.71784	-5.19928	9.55	-5.1	1.81986	2.72981	10.636
9.69962	-5.01801	-2.71275	-2.45936	0.158976	9.64908	-4.9531	9.65	-4.95	1.81987	2.72981	0.359005
9.79777	-4.90238	-2.70699	-2.42055	0.205578	9.67182	-4.82288	9.75	-4.85	1.81736	1.81735	1.24014
9.90317	-4.79352	-2.70864	-2.40256	0.211762	9.86682	-4.74721	9.85	-4.75	1.81736	1.81735	0.183877
9.99945	-4.67751	-2.70476	-2.36726	0.249307	9.94653	-4.64316	9.95	-4.65	1.81806	1.81805	0.712114
10.1003	-4.56753	-2.70463	-2.34957	0.252963	10.0706	-4.54316	10.05	-4.55	1.81805	1.81805	0.07744
10.254	-4.50571	-2.72316	-2.41885	0.117459	10.4074	-4.52899	10.2	-4.45	2.72609	1.8174	9.39249
10.3625	-4.39686	-2.72713	-2.40671	0.122587	10.3431	-4.35107	10.35	-4.35	2.72606	1.81737	0.132099
10.3991	-4.22731	-2.69661	-2.27274	0.330532	10.3837	-4.17982	10.4	-4.2	0.908945	2.72688	23.1415
10.4886	-4.1058	-2.69826	-2.24934	0.335299	10.4578	-4.07071	10.45	-4.05	0.908953	2.72687	0.115559
10.6016	-4.00579	-2.70484	-2.26821	0.272029	10.5531	-3.94939	10.55	-3.95	1.81903	1.81904	2.15543
10.6886	-3.88242	-2.70608	-2.24665	0.278007	10.6424	-3.84126	10.65	-3.85	1.81902	1.81903	0.201603
10.7769	-3.75772	-2.71016	-2.22827	0.27839	10.6157	-3.63689	10.75	-3.7	1.81931	2.72896	0.542362
10.8644	-3.62289	-2.72165	-2.20489	0.285429	10.8572	-3.53957	10.85	-3.55	1.81931	2.72896	0.372215
10.9111	-3.47985	-2.72205	-2.13639	0.370444	10.8149	-3.35552	10.9	-3.4	0.999745	2.99928	3.75831
10.9756	-3.34549	-2.73297	-2.10726	0.379621	10.9372	-3.24816	10.95	-3.25	0.999754	2.99928	0.580586
11.0891	-3.23707	-2.74142	-2.15127	0.267424	10.9078	-3.10703	11.05	-3.15	1.81764	1.81765	7.42833
11.1654	-3.10167	-2.74561	-2.13098	0.272273	11.135	-3.05697	11.15	-3.05	1.81763	1.81764	0.154602
11.2104	-2.94857	-2.74314	-2.06496	0.354273	11.1507	-2.87978	11.2	-2.9	0.909657	2.72896	3.42515
11.2765	-2.80376	-2.75103	-2.03951	0.359386	11.2571	-2.74346	11.25	-2.75	0.909648	2.72893	0.212638
11.2068	-2.60183	-2.74232	-1.82262	0.689257	11.2614	-2.58697	11.2	-2.6	-0.998725	2.99617	55.164
11.2252	-2.46497	-2.73825	-1.78116	0.695597	11.1393	-2.45312	11.15	-2.45	-0.998725	2.99616	0.387443
11.2853	-2.33402	-2.73123	-1.7927	0.611745	11.2346	-2.28949	11.2	-2.3	0.908813	2.72643	3.58028
11.3052	-2.1831	-2.72999	-1.75293	0.617239	11.239	-2.16508	11.25	-2.15	0.908805	2.7264	0.243603
11.357	-2.04551	-2.72538	-1.76398	0.539044	11.1623	-1.9797	11.3	-2	0.909855	2.72956	3.77262
11.3774	-1.89123	-2.72995	-1.72976	0.542668	11.3424	-1.85113	11.35	-1.85	0.909847	2.72953	0.147926
